customer_id,customer_name,segment,country,city,state,postal_code,region
KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South
MG-17890,Michael Granlund,Home Office,United States,San Diego,California,92024,West
MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central
BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West
AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West
MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West
JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West
MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central
TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East
SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East
AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,74133,Central
JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West
BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South
TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West
SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East
LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South
KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505,Central
BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South
TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central
SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,92345,West
AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West
PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West
HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West
DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East
CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central
HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South
HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central
NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West
RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East
TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West
DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South
SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West
MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central
CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West
KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South
RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central
YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West
RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central
CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East
CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West
AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West
DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South
BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East
SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South
RP-19390,Resi P�lking,Consumer,United States,Baltimore,Maryland,21215,East
JD-16015,Joy Daniels,Consumer,United States,New York City,New York,10009,East
AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West
CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West
GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South
CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,East
GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180,East
LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403,South
BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105,West
CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East
SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South
DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024,East
SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627,West
LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central
ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South
TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South
DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West
EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East
SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East
FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West
EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East
JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West
KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East
EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South
BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055,East
MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037,West
SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West
FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540,South
KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East
AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central
RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303,South
CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115,West
TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687,West
HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West
GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West
ES-14020,Erica Smith,Consumer,United States,New York City,New York,10035,East
JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South
Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107,West
NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110,West
PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East
RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134,East
MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central
JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,53186,Central
BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South
RD-19585,Rob Dowd,Consumer,United States,Detroit,Michigan,48205,Central
ML-17755,Max Ludwig,Home Office,United States,Springfield,Ohio,45503,East
JE-15745,Joel Eaton,Consumer,United States,San Diego,California,92037,West
ER-13855,Elpida Rittenbach,Corporate,United States,Colorado Springs,Colorado,80906,West
JM-15535,Jessica Myrick,Consumer,United States,Bakersfield,California,93309,West
SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068,South
TC-21295,Toby Carlisle,Consumer,United States,New York City,New York,10035,East
HG-15025,Hunter Glantz,Consumer,United States,Lakeville,Minnesota,55044,Central
LD-17005,Lisa DeCherney,Consumer,United States,Detroit,Michigan,48234,Central
AS-10285,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,19134,East
MP-17965,Michael Paige,Corporate,United States,Troy,Ohio,45373,East
CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West
MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central
BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,68104,Central
KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West
IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,72209,South
JS-15595,Jill Stevenson,Corporate,United States,Miami,Florida,33180,South
GA-14725,Guy Armstrong,Consumer,United States,Salem,Oregon,97301,West
DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,88001,West
CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122,West
CC-12145,Charles Crestani,Consumer,United States,El Paso,Texas,79907,Central
MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115,West
MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central
DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East
DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024,West
BD-11620,Brian DeCherney,Consumer,United States,Anaheim,California,92804,West
DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,76017,Central
MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central
MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130,East
ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206,West
CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,35244,South
GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West
TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,32303,South
JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,10009,East
CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320,South
RL-19615,Rob Lucas,Consumer,United States,Fayetteville,North Carolina,28314,South
AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,77340,Central
BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,19140,East
BG-11695,Brooke Gillingham,Corporate,United States,Woodstock,Illinois,60098,Central
XP-21865,Xylona Preis,Consumer,United States,Everett,Massachusetts,2149,East
SN-20560,Skye Norling,Home Office,United States,Chicago,Illinois,60653,Central
DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076,South
AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,32137,South
KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,Pennsylvania,19120,East
VF-21715,Vicky Freymann,Home Office,United States,Columbus,Indiana,47201,Central
SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572,East
EM-13810,Eleni McCrary,Corporate,United States,Franklin,Massachusetts,2038,East
RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,South Dakota,57103,Central
DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037,West
CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,28314,South
SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South
RH-19495,Rick Hansen,Consumer,United States,Orlando,Florida,32839,South
JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West
AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615,East
LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,33710,South
BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705,West
SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,90036,West
SW-20275,Scott Williamson,Consumer,United States,San Diego,California,92105,West
MC-17845,Michael Chen,Consumer,United States,New York City,New York,10035,East
TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037,West
Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090,East
SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050,East
TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098,Central
BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West
JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West
EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,85281,West
EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008,West
KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,98105,West
HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South
JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609,East
KM-16720,Kunst Miller,Consumer,United States,Long Beach,New York,11561,East
EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,28205,South
PW-19240,Pierre Wener,Consumer,United States,Houston,Texas,77036,Central
PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035,East
DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,31907,South
CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central
KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035,Central
DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122,Central
ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98103,West
VD-21670,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,33065,South
CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East
DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060,Central
SE-20110,Sanjit Engle,Consumer,United States,Dallas,Texas,75220,Central
LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East
MM-17920,Michael Moore,Consumer,United States,San Francisco,California,94109,West
DB-13270,Deborah Brumfield,Home Office,United States,Austin,Texas,78745,Central
RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,48234,Central
JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601,East
BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907,South
CT-11995,Carol Triggs,Consumer,United States,Apple Valley,Minnesota,55124,Central
TH-21550,Tracy Hopkins,Home Office,United States,Burlington,North Carolina,27217,South
ME-17320,Maria Etezadi,Home Office,United States,Saginaw,Michigan,48601,Central
TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109,West
GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105,West
JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209,Central
MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West
LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,94122,West
MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024,West
EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West
GG-14650,Greg Guthrie,Corporate,United States,New York City,New York,10035,East
MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,13601,East
SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,45503,East
KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032,West
PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98115,West
AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West
Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central
JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South
AR-10510,Andrew Roberts,Consumer,United States,Tulsa,Oklahoma,74133,Central
AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002,Central
DV-13045,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,19143,East
HL-15040,Hunter Lopez,Consumer,United States,Rochester,New York,14609,East
ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South
GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East
CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115,West
RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477,West
JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907,South
MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West
TT-21265,Tim Taslimi,Corporate,United States,New York City,New York,10024,East
MJ-17740,Max Jones,Consumer,United States,Detroit,Michigan,48227,Central
AT-10735,Annie Thurman,Consumer,United States,Stockton,California,95207,West
PB-19150,Philip Brown,Consumer,United States,Phoenix,Arizona,85023,West
NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East
VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,48310,Central
RD-19810,Ross DeVincentis,Home Office,United States,Rochester,New York,14609,East
MG-17875,Michael Grace,Home Office,United States,New York City,New York,10011,East
PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,54703,Central
CR-12730,Craig Reiter,Consumer,United States,New York City,New York,10009,East
AA-10375,Allen Armold,Consumer,United States,Rancho Cucamonga,California,91730,West
JG-15160,James Galang,Consumer,United States,Murray,Kentucky,42071,South
RR-19525,Rick Reed,Corporate,United States,Toledo,Ohio,43615,East
SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,80027,West
LS-16975,Lindsay Shagiari,Home Office,United States,New York City,New York,10035,East
MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577,Central
SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West
JB-16000,Joy Bell-,Consumer,United States,Brownsville,Texas,78521,Central
AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East
MO-17800,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,19140,East
RB-19645,Robert Barroso,Corporate,United States,Billings,Montana,59102,West
AI-10855,Arianne Irving,Consumer,United States,Chesapeake,Virginia,23320,South
DR-12880,Dan Reichenbach,Corporate,United States,Gresham,Oregon,97030,West
DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146,Central
JH-16180,Justin Hirsh,Consumer,United States,Gresham,Oregon,97030,West
AB-10060,Adam Bellavance,Home Office,United States,Philadelphia,Pennsylvania,19143,East
BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South
AS-10045,Aaron Smayling,Corporate,United States,Pasadena,California,91104,West
ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee,37421,South
KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805,West
BP-11230,Benjamin Patterson,Consumer,United States,Troy,Ohio,45373,East
CC-12430,Chuck Clark,Home Office,United States,Minneapolis,Minnesota,55407,Central
DB-13615,Doug Bickford,Consumer,United States,Seattle,Washington,98105,West
TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South
NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642,West
SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,48227,Central
TS-21370,Todd Sumrall,Corporate,United States,Chicago,Illinois,60623,Central
DM-13345,Denise Monton,Corporate,United States,Newark,Ohio,43055,East
RE-19450,Richard Eichhorn,Consumer,United States,Dallas,Texas,75081,Central
JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,19711,East
BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West
ML-17755,Max Ludwig,Home Office,United States,Toledo,Ohio,43615,East
YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East
LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90045,West
BS-11755,Bruce Stewart,Consumer,United States,Los Angeles,California,90032,West
KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central
BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,92037,West
KB-16405,Katrina Bavinger,Home Office,United States,Apple Valley,California,92307,West
DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,40214,South
JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East
TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central
DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South
BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East
TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central
CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106,Central
CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East
JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East
JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,43229,East
EC-14050,Erin Creighton,Consumer,United States,New York City,New York,10024,East
KH-16630,Ken Heidel,Corporate,United States,Houston,Texas,77070,Central
FG-14260,Frank Gastineau,Home Office,United States,Aurora,Illinois,60505,Central
AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central
MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West
JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South
EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East
BP-11155,Becky Pak,Consumer,United States,New York City,New York,10011,East
CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West
JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East
LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central
JL-15850,John Lucas,Consumer,United States,New York City,New York,10035,East
CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central
RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East
AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central
CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West
AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West
RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East
KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West
NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East
SM-20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,55369,Central
GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West
EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East
DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South
PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central
HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West
KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central
KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South
PK-19075,Pete Kriz,Consumer,United States,Columbia,South Carolina,29203,South
KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central
EP-13915,Emily Phan,Consumer,United States,Detroit,Michigan,48227,Central
AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West
SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10024,East
SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East
BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East
TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central
KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852,East
JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West
DR-12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,60610,Central
RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035,East
ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489,Central
JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central
CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,39212,South
FH-14365,Fred Hopkins,Corporate,United States,New York City,New York,10009,East
EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West
TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540,South
AH-10030,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,19134,East
TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East
RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West
LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West
SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central
SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central
TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East
VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403,West
NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601,West
FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East
JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East
ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West
KL-16645,Ken Lonsdale,Consumer,United States,New York City,New York,10035,East
BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009,East
ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central
JL-15130,Jack Lebron,Consumer,United States,Riverside,California,92503,West
RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,6824,East
CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East
DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central
CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204,South
EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central
SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central
BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West
SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West
MC-17590,Matt Collister,Corporate,United States,Grand Rapids,Michigan,49505,Central
BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,19120,East
MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central
CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West
RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,Florida,32216,South
DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South
LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035,Central
CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,77506,Central
TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West
RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,33180,South
JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East
EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South
VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central
KN-16450,Kean Nguyen,Corporate,United States,Visalia,California,93277,West
SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049,West
PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,West
KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central
GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South
KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South
MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East
AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East
JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central
RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West
JF-15295,Jason Fortune-,Consumer,United States,Sterling Heights,Michigan,48310,Central
CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West
KH-16510,Keith Herrera,Consumer,United States,Dallas,Texas,75081,Central
CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,East
EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West
MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,94122,West
CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East
SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central
GT-14635,Grant Thornton,Corporate,United States,New York City,New York,10009,East
LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East
AH-10030,Aaron Hawkins,Corporate,United States,Gulfport,Mississippi,39503,South
TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037,West
HG-15025,Hunter Glantz,Consumer,United States,Oceanside,New York,11572,East
